日期,商品名称,订单量,订单金额
3/5/2025,续费订阅,486,9543.92
3/5/2025,购买消息,102,852
3/5/2025,购买钻石,4,21.96
3/4/2025,续费订阅,463,9577.37
3/4/2025,降级订阅,1,5.99
3/4/2025,购买钻石,4,7.96
3/4/2025,购买消息,86,736
3/4/2025,购买订阅,297,9207.98
3/4/2025,升级订阅,49,832.04
3/3/2025,续费订阅,443,8945.35
3/3/2025,购买钻石,7,45.93
3/3/2025,购买消息,115,1022
3/3/2025,购买订阅,298,9766.76
3/3/2025,升级订阅,81,1764.71
3/2/2025,升级订阅,54,1343.38
3/2/2025,购买订阅,311,8738.95
3/2/2025,购买钻石,7,10.93
3/2/2025,购买消息,104,920
3/2/2025,续费订阅,438,8349.62
3/1/2025,升级订阅,48,2275.52
3/1/2025,购买订阅,313,10653.83
3/1/2025,降级订阅,1,58.88
3/1/2025,购买钻石,4,12.96
3/1/2025,购买消息,94,848
3/1/2025,续费订阅,535,10187.65
2/28/2025,购买订阅,267,8723.27
2/28/2025,升级订阅,51,1002.71
2/28/2025,续费订阅,739,13352.5
2/28/2025,购买消息,107,934
2/28/2025,购买钻石,6,14.94
2/28/2025,降级订阅,1,14.99
2/27/2025,购买订阅,279,7573.82
2/27/2025,升级订阅,61,1887.42
2/27/2025,续费订阅,411,7648.89
2/27/2025,购买消息,122,1028
2/27/2025,降级订阅,1,5.99
2/27/2025,购买钻石,8,55.92
2/26/2025,购买消息,110,952
2/26/2025,降级订阅,3,26.97
2/26/2025,购买钻石,6,31.94
2/26/2025,续费订阅,392,7056.97
2/26/2025,升级订阅,50,1317.76
2/26/2025,购买订阅,264,5899.51
2/25/2025,购买消息,115,1026
2/25/2025,购买钻石,5,8.95
2/25/2025,降级订阅,6,89.94
2/25/2025,续费订阅,421,7992.68
2/25/2025,升级订阅,53,1369.99
2/25/2025,购买订阅,243,6439.83
2/24/2025,升级订阅,43,727.14
2/24/2025,购买订阅,269,8776.36
2/24/2025,购买消息,104,912
2/24/2025,降级订阅,1,14.99
2/24/2025,购买钻石,4,16.96
2/24/2025,续费订阅,410,7563.9
2/23/2025,升级订阅,39,1132.67
2/23/2025,购买订阅,262,7298.65
2/23/2025,购买消息,120,1020
2/23/2025,购买钻石,4,11.96
2/23/2025,降级订阅,2,11.98
2/23/2025,续费订阅,391,7354.09
2/22/2025,续费订阅,412,8243.77
2/22/2025,购买消息,103,930
2/22/2025,购买钻石,11,48.89
2/22/2025,降级订阅,1,14.99
2/22/2025,购买订阅,280,7622.91
2/22/2025,升级订阅,55,2106.51
2/21/2025,续费订阅,372,7475.28
2/21/2025,购买消息,119,1066
2/21/2025,降级订阅,1,5.99
2/21/2025,购买钻石,5,13.95
2/21/2025,购买订阅,287,7297.73
2/21/2025,升级订阅,55,1347.54
2/20/2025,购买钻石,5,17.95
2/20/2025,降级订阅,2,20.98
2/20/2025,购买消息,130,1152
2/20/2025,续费订阅,377,6769.12
2/20/2025,升级订阅,59,1728.74
2/20/2025,购买订阅,317,11268.12
2/19/2025,购买钻石,11,58.89
2/19/2025,购买消息,126,1072
2/19/2025,续费订阅,385,6918.15
2/19/2025,升级订阅,59,1691.9
2/19/2025,购买订阅,291,9207.24
2/18/2025,购买订阅,301,7093.81
2/18/2025,升级订阅,64,1220.45
2/18/2025,续费订阅,389,7012.11
2/18/2025,降级订阅,1,5.99
2/18/2025,购买钻石,8,47.92
2/18/2025,购买消息,109,934
2/17/2025,购买订阅,343,10259.52
2/17/2025,升级订阅,46,1263.81
2/17/2025,续费订阅,441,7686.59
2/17/2025,购买钻石,9,52.91
2/17/2025,降级订阅,2,11.98
2/17/2025,购买消息,113,986
2/16/2025,续费订阅,402,7604.98
2/16/2025,购买消息,130,1152
2/16/2025,降级订阅,1,14.99
2/16/2025,购买钻石,7,24.93
2/16/2025,购买订阅,373,10279.77
2/16/2025,升级订阅,59,1545.38
2/15/2025,续费订阅,416,7745.84
2/15/2025,购买消息,128,1140
2/15/2025,购买钻石,6,14.94
2/15/2025,降级订阅,2,55.98
2/15/2025,购买订阅,327,8626.66
2/15/2025,升级订阅,62,1455.83
2/14/2025,升级订阅,58,1859.03
2/14/2025,购买订阅,409,10769.08
2/14/2025,购买消息,133,1152.99
2/14/2025,购买钻石,4,21.96
2/14/2025,降级订阅,2,11.98
2/14/2025,续费订阅,393,7859.96
2/13/2025,升级订阅,54,1933.91
2/13/2025,购买订阅,392,10087.24
2/13/2025,购买消息,123,1062
2/13/2025,续费订阅,376,6996.02
2/12/2025,购买订阅,314,8912.03
2/12/2025,升级订阅,47,1309.3
2/12/2025,续费订阅,345,6328.55
2/12/2025,购买钻石,11,59.89
2/12/2025,降级订阅,2,29.98
2/12/2025,购买消息,138,1224
2/11/2025,购买订阅,300,9544.83
2/11/2025,升级订阅,58,1770
2/11/2025,续费订阅,352,7011.37
2/11/2025,降级订阅,4,32.96
2/11/2025,购买钻石,7,23.93
2/11/2025,购买消息,116,1008
2/10/2025,降级订阅,2,20.98
2/10/2025,购买钻石,4,16.96
2/10/2025,购买消息,137,1198
2/10/2025,续费订阅,408,7497.92
2/10/2025,升级订阅,62,1455.73
2/10/2025,购买订阅,317,9475.44
2/9/2025,购买钻石,5,12.95
2/9/2025,降级订阅,4,41.96
2/9/2025,购买消息,118,1016
2/9/2025,续费订阅,320,5912.58
2/9/2025,升级订阅,67,1557.47
2/9/2025,购买订阅,288,8769.06
2/8/2025,续费订阅,367,6862.33
2/8/2025,购买消息,133,1154
2/8/2025,降级订阅,4,32.96
2/8/2025,购买钻石,3,2.97
2/8/2025,购买订阅,311,8430.83
2/8/2025,升级订阅,58,1616.14
2/7/2025,续费订阅,338,6730.62
2/7/2025,购买消息,137,1194
2/7/2025,购买钻石,5,17.95
2/7/2025,降级订阅,2,20.98
2/7/2025,购买订阅,300,8127.93
2/7/2025,升级订阅,70,1766.69
2/6/2025,升级订阅,67,1819.27
2/6/2025,购买订阅,340,12265.67
2/6/2025,购买消息,132,1116
2/6/2025,购买钻石,12,54.88
2/6/2025,降级订阅,2,55.98
2/6/2025,续费订阅,351,6556.49
2/5/2025,升级订阅,48,1222.49
2/5/2025,购买订阅,324,10237.37
2/5/2025,购买消息,105,938
2/5/2025,降级订阅,8,100.92
2/5/2025,购买钻石,11,81.89
2/5/2025,续费订阅,401,8969.88
2/4/2025,购买订阅,271,8245.68
2/4/2025,升级订阅,62,2518.74
2/4/2025,续费订阅,322,6467.78
2/4/2025,购买钻石,8,25.92
2/4/2025,降级订阅,3,26.97
2/4/2025,购买消息,131,1178
2/3/2025,购买订阅,306,8424
2/3/2025,升级订阅,48,982.08
2/3/2025,续费订阅,389,8289.89
2/3/2025,购买钻石,3,20.97
2/3/2025,购买消息,108,936
2/2/2025,降级订阅,1,49.99
2/2/2025,购买钻石,3,11.97
2/2/2025,购买消息,123,1106
2/2/2025,续费订阅,365,7739.35
2/2/2025,升级订阅,52,1419.98
2/2/2025,购买订阅,280,9246.03
2/1/2025,购买钻石,4,15.96
2/1/2025,降级订阅,7,59.93
2/1/2025,购买消息,92,828
2/1/2025,续费订阅,341,6693.59
2/1/2025,升级订阅,76,2482.75
2/1/2025,购买订阅,257,8371.03
1/31/2025,升级订阅,57,1334.95
1/31/2025,购买订阅,295,9305.55
1/31/2025,购买消息,146,1296
1/31/2025,降级订阅,1,5.99
1/31/2025,购买钻石,4,25.96
1/31/2025,续费订阅,334,7165.66
1/30/2025,升级订阅,58,2805.46
1/30/2025,购买订阅,268,6276.46
1/30/2025,购买消息,154,1336
1/30/2025,购买钻石,3,11.97
1/30/2025,降级订阅,1,5.99
1/30/2025,续费订阅,368,6865.21
1/29/2025,续费订阅,343,6788.57
1/29/2025,购买消息,110,952
1/29/2025,购买钻石,7,18.93
1/29/2025,降级订阅,1,5.99
1/29/2025,购买订阅,312,8978.82
1/29/2025,升级订阅,62,1739.5
1/28/2025,续费订阅,298,5907.91
1/28/2025,购买消息,113,970
1/28/2025,降级订阅,2,20.98
1/28/2025,购买钻石,6,32.94
1/28/2025,购买订阅,245,8143.92
1/28/2025,升级订阅,51,1271.79
1/27/2025,购买钻石,8,46.92
1/27/2025,降级订阅,1,14.99
1/27/2025,购买消息,167,1474
1/27/2025,续费订阅,374,7455.15
1/27/2025,升级订阅,55,1593.49
1/27/2025,购买订阅,263,7644.31
1/26/2025,降级订阅,2,11.98
1/26/2025,购买钻石,9,39.91
1/26/2025,购买消息,130,1140
1/26/2025,续费订阅,368,6914.32
1/26/2025,升级订阅,65,1438.95
1/26/2025,购买订阅,267,7659.82
1/25/2025,购买订阅,265,6680.39
1/25/2025,升级订阅,53,1124.04
1/25/2025,续费订阅,342,6620.58
1/25/2025,降级订阅,1,5.99
1/25/2025,购买钻石,7,10.93
1/25/2025,购买消息,153,1362
1/24/2025,购买订阅,272,8052.54
1/24/2025,升级订阅,78,2342.48
1/24/2025,续费订阅,392,7957.75
1/24/2025,购买钻石,11,32.89
1/24/2025,降级订阅,1,14.99
1/24/2025,购买消息,155,1342
1/23/2025,续费订阅,348,7178.41
1/23/2025,降级订阅,2,20.98
1/23/2025,购买钻石,11,22.89
1/23/2025,购买消息,131,1126
1/23/2025,购买订阅,274,6417.29
1/23/2025,升级订阅,65,2323.94
1/22/2025,续费订阅,341,6337.59
1/22/2025,购买钻石,1,4.99
1/22/2025,降级订阅,3,35.97
1/22/2025,购买消息,150,1344
1/22/2025,购买订阅,246,7703.03
1/22/2025,升级订阅,66,1463.45
1/21/2025,升级订阅,68,1080.54
1/21/2025,购买订阅,242,8102.74
1/21/2025,购买钻石,1,4.99
1/21/2025,降级订阅,4,23.96
1/21/2025,购买消息,122,1092
1/21/2025,续费订阅,334,6266.55
1/20/2025,升级订阅,55,1430.85
1/20/2025,购买订阅,308,9053.07
1/20/2025,降级订阅,3,115.86
1/20/2025,购买钻石,3,14.97
1/20/2025,购买消息,136,1152
1/20/2025,续费订阅,385,6750.15
1/19/2025,购买订阅,371,10729.68
1/19/2025,升级订阅,59,2480.88
1/19/2025,续费订阅,468,8510.1
1/19/2025,购买消息,150,1316
1/19/2025,购买钻石,11,50.89
1/19/2025,降级订阅,2,11.98
1/18/2025,购买订阅,381,7876.9
1/18/2025,升级订阅,63,3058.48
1/18/2025,续费订阅,531,8620.58
1/18/2025,购买消息,147,1286
1/18/2025,降级订阅,2,11.98
1/18/2025,购买钻石,9,16.91
1/17/2025,购买消息,177,1562
1/17/2025,降级订阅,4,67.96
1/17/2025,购买钻石,16,76.84
1/17/2025,续费订阅,515,8842.74
1/17/2025,升级订阅,63,1791.3
1/17/2025,购买订阅,408,9417.84
1/16/2025,购买消息,155,1362
1/16/2025,购买钻石,26,143.74
1/16/2025,降级订阅,3,70.97
1/16/2025,续费订阅,525,9746.64
1/16/2025,升级订阅,50,1385.18
1/16/2025,购买订阅,396,12409.64
1/15/2025,升级订阅,52,1929.24
1/15/2025,购买订阅,444,14362.72
1/15/2025,降级订阅,3,70.97
1/15/2025,购买钻石,23,74.77
1/15/2025,购买消息,170,1500
1/15/2025,续费订阅,551,9413.38
1/14/2025,升级订阅,60,1561.09
1/14/2025,购买订阅,413,9589.8
1/14/2025,购买钻石,4,7.96
1/14/2025,降级订阅,5,38.95
1/14/2025,购买消息,166,1452
1/14/2025,续费订阅,503,9282.86
1/13/2025,续费订阅,518,8558.71
1/13/2025,购买钻石,2,1.98
1/13/2025,降级订阅,1,14.99
1/13/2025,购买消息,166,1512
1/13/2025,购买订阅,357,6305.46
1/13/2025,升级订阅,50,2144.27
1/12/2025,续费订阅,541,10083.37
1/12/2025,降级订阅,3,26.97
1/12/2025,购买钻石,6,22.94
1/12/2025,购买消息,195,1674
1/12/2025,购买订阅,453,10152.85
1/12/2025,升级订阅,65,3002.77
1/11/2025,购买消息,191,1674
1/11/2025,购买钻石,11,23.89
1/11/2025,降级订阅,3,17.97
1/11/2025,续费订阅,541,9349.37
1/11/2025,升级订阅,75,2275.96
1/11/2025,购买订阅,414,8582.23
1/10/2025,购买消息,183,1598
1/10/2025,购买钻石,8,41.92
1/10/2025,续费订阅,498,8219.91
1/10/2025,升级订阅,70,1960
1/10/2025,购买订阅,408,7341.84
1/9/2025,购买订阅,441,9476.07
1/9/2025,升级订阅,57,2391.23
1/9/2025,续费订阅,545,9260.55
1/9/2025,购买消息,206,1796
1/9/2025,购买钻石,5,17.95
1/8/2025,购买订阅,457,9754.03
1/8/2025,升级订阅,67,1942.35
1/8/2025,续费订阅,534,9168.22
1/8/2025,购买消息,193,1722
1/8/2025,购买钻石,14,70.86
1/7/2025,升级订阅,60,2489.92
1/7/2025,购买订阅,429,9186.2
1/7/2025,购买消息,204,1792
1/7/2025,降级订阅,2,73.87
1/7/2025,购买钻石,5,35.95
1/7/2025,续费订阅,514,8966.86
1/6/2025,升级订阅,65,1684.62
1/6/2025,购买订阅,443,9147.94
1/6/2025,购买消息,205,1810
1/6/2025,购买钻石,13,48.87
1/6/2025,降级订阅,2,55.98
1/6/2025,续费订阅,573,10663.16
1/5/2025,续费订阅,538,9507.62
1/5/2025,购买消息,163,1410
1/5/2025,购买钻石,5,8.95
1/5/2025,降级订阅,3,17.97
1/5/2025,购买订阅,454,11094.29
1/5/2025,升级订阅,54,1509.57
1/4/2025,续费订阅,554,9456.46
1/4/2025,购买消息,233,2082
1/4/2025,降级订阅,6,62.94
1/4/2025,购买钻石,12,71.88
1/4/2025,购买订阅,496,11083.09
1/4/2025,升级订阅,55,1233.2
1/3/2025,购买钻石,10,53.9
1/3/2025,降级订阅,2,20.98
1/3/2025,购买消息,213,1894
1/3/2025,续费订阅,524,9483.65
1/3/2025,升级订阅,76,2236.97
1/3/2025,购买订阅,459,11581.35
1/2/2025,降级订阅,4,121.85
1/2/2025,购买钻石,11,22.89
1/2/2025,购买消息,221,1942
1/2/2025,续费订阅,554,10807.46
1/2/2025,升级订阅,77,3051.62
1/2/2025,购买订阅,526,12987.25
1/1/2025,购买订阅,463,15316.67
1/1/2025,升级订阅,70,1282.28
1/1/2025,续费订阅,499,8607.01
1/1/2025,降级订阅,7,59.93
1/1/2025,购买钻石,9,42.91
1/1/2025,购买消息,193,1706
